# theta [deg]	wasp_takeoff_angle [deg]	n_b	lat_0 [deg]	lon_0 [deg]	Travel Time [s]	Celerity [km/s]	Turning Height [km]	Inclination [deg]	Back Azimuth [deg]	Geo. Atten. [dB]	Atmo. Atten. [dB]
5	340	0	42.871028	41.386342	1795.0698	0.27409205	112.5509	4.999717	158.65059	-64.315705	-0.43271903
6	340	0	42.812892	41.417317	1774.7343	0.27332275	112.62147	5.9998428	158.67165	-65.132655	-0.43612741
7	340	0	42.753578	41.448855	1754.0095	0.27251647	112.70478	6.9998236	158.69307	-65.830132	-0.44021704
8	340	0	42.693076	41.480958	1732.9029	0.27166961	112.80076	7.9997384	158.71485	-66.431908	-0.44501506
9	340	0	42.63147	41.513578	1711.4541	0.27077969	112.90937	8.9998348	158.73695	-66.95418	-0.4505523
10	340	0	42.568922	41.546625	1689.7297	0.26984532	113.03057	9.9998227	158.75932	-67.40799	-0.45686337
11	340	0	42.505614	41.580001	1667.8033	0.26886558	113.16429	10.999939	158.78189	-67.802821	-0.46398445
12	340	0	42.441763	41.61359	1645.7588	0.26784019	113.31048	11.999881	158.80457	-68.146177	-0.4719532
13	340	0	42.377571	41.647285	1623.676	0.26676904	113.46909	12.999844	158.82729	-68.44427	-0.48081103
14	340	0	42.313243	41.680976	1601.6331	0.26565232	113.64004	13.999866	158.84999	-68.70259	-0.49060272
15	340	0	42.248977	41.714561	1579.7058	0.26449047	113.8233	14.999781	158.87258	-68.925822	-0.5013766
16	340	0	42.184944	41.747951	1557.9592	0.26328394	114.01879	15.999775	158.89502	-69.118196	-0.51318499
17	340	0	42.121307	41.781064	1536.455	0.26203337	114.22647	16.999777	158.91724	-69.282924	-0.52608641
18	340	0	42.05821	41.813824	1515.2474	0.2607395	114.44633	17.999742	158.9392	-69.423279	-0.5401466
19	340	0	41.995771	41.846174	1494.3803	0.25940298	114.67833	18.99994	158.96086	-69.542087	-0.55543544
20	340	0	41.934114	41.878052	1473.8996	0.25802486	114.92247	19.999746	158.98217	-69.641707	-0.57202859

0	350	0	48.025261	41.003576	3789.3024	0.27762664	112.39016	0.00060496915	168.31411	-45.376614	-0.86122369
1	350	0	43.322692	42.336782	1874.3227	0.27692972	112.39661	0.99993846	169.26868	-57.558389	-0.42997513
2	350	0	43.26275	42.352381	1854.461	0.27623819	112.41592	1.9999359	169.27937	-60.402059	-0.4308823
3	350	0	43.203432	42.367788	1834.7898	0.2755417	112.44809	2.9998418	169.28993	-62.081873	-0.432408
4	350	0	43.143937	42.38321	1815.0518	0.2748293	112.49309	3.9998898	169.30048	-63.305756	-0.43456344
5	350	0	43.083703	42.398792	1795.0698	0.27409205	112.5509	4.999717	169.31113	-64.283767	-0.43736422
6	350	0	43.02237	42.414626	1774.7343	0.27332275	112.62147	5.9998428	169.32194	-65.100284	-0.44083008
7	350	0	42.959801	42.430747	1754.0095	0.27251647	112.70478	6.9998236	169.33293	-65.797318	-0.44498473
8	350	0	42.895986	42.447154	1732.9029	0.27166961	112.80076	7.9997384	169.3441	-66.398644	-0.44985571
9	350	0	42.831013	42.463824	1711.4541	0.27077969	112.90937	8.9998348	169.35544	-66.920469	-0.45547425
10	350	0	42.765055	42.480709	1689.7297	0.26984532	113.03057	9.9998227	169.36692	-67.373839	-0.46187539
11	350	0	42.698304	42.497761	1667.8033	0.26886558	113.16429	10.999939	169.37849	-67.768246	-0.46909572
12	350	0	42.630986	42.51492	1645.7588	0.26784019	113.31048	11.999881	169.39012	-68.1112	-0.47717335
13	350	0	42.563318	42.532129	1623.676	0.26676904	113.46909	12.999844	169.40176	-68.408919	-0.48615016
14	350	0	42.495514	42.549336	1601.6331	0.26565232	113.64004	13.999866	169.4134	-68.666898	-0.49607142
15	350	0	42.427783	42.566486	1579.7058	0.26449047	113.8233	14.999781	169.42497	-68.889827	-0.50698603
16	350	0	42.360305	42.583534	1557.9592	0.26328394	114.01879	15.999775	169.43647	-69.08194	-0.51894692
17	350	0	42.293252	42.600438	1536.455	0.26203337	114.22647	16.999777	169.44785	-69.246454	-0.53201326
18	350	0	42.226776	42.617161	1515.2474	0.2607395	114.44633	17.999742	169.4591	-69.386644	-0.54625157
19	350	0	42.161001	42.633672	1494.3803	0.25940298	114.67833	18.99994	169.47019	-69.505338	-0.56173255
20	350	0	42.096056	42.649941	1473.8996	0.25802486	114.92247	19.999746	169.4811	-69.6049	-0.5785327

